code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300313,天山生物,农业综合,新疆,38.74,1.82,3.13,375077.81,178759.3,35466.9,195671.3,6.25,0.18,7.05,1.11,20120425,-6913.91,-0.22,239.71,1168.27,31.15,10.06,10918.0
300314,戴维医疗,医疗保健,浙江,43.65,1.89,2.88,87150.24,55468.32,22650.46,17553.43,0.61,0.13,2.78,2.72,20120508,29098.24,1.01,-8.02,-25.34,50.06,19.18,24341.0
300315,掌趣科技,互联网,北京,14.06,25.9,27.57,1027177.38,234298.77,3710.05,410900.69,1.49,0.138,3.21,1.21,20120511,190290.92,0.69,38.39,42.39,62.24,33.23,187792.0
300316,晶盛机电,专用机械,浙江,19.94,11.98,12.84,609927.63,432745.81,86553.96,126237.63,0.98,0.34700000000000003,3.05,3.02,20120511,127278.36,0.99,50.27,76.13,39.68,23.59,44502.0
300317,珈伟股份,半导体,深圳,114.23,6.56,8.4,870347.19,406925.09,252150.02,329119.81,3.92,0.022,5.79,0.86,20120511,76987.36,0.92,-44.15,-91.85,22.83,1.55,36053.0
300318,博晖创新,医疗保健,北京,102.24,7.27,8.19,253102.3,88301.34,45991.25,0.0,0.0,0.028,1.36,2.83,20120523,30369.2,0.37,41.96,7.86,50.64,5.31,23428.0
300319,麦捷科技,元器件,深圳,25.77,6.39,6.94,319767.63,197730.34,54076.71,124569.35,1.79,0.087,2.8,1.59,20120523,-2481.0,-0.04,20.71,38.88,17.51,7.36,12710.0
300320,海达股份,橡胶,江苏,14.15,4.53,6.01,240894.27,161974.52,36636.51,19766.4,0.33,0.17,2.2,1.96,20120601,40026.55,0.67,99.63,52.46,25.99,8.86,15338.0
300321,同大股份,塑料,山东,45.42,0.83,0.89,73464.21,37948.23,23275.28,23806.32,2.68,0.203,6.82,1.8,20120523,24587.61,2.77,3.36,20.55,17.77,5.3,7159.0
300322,硕贝德,通信设备,广东,49.73,3.68,4.07,179390.52,100153.15,60079.21,2131.0,0.05,0.086,1.47,5.8,20120608,14042.98,0.35,3.06,342.46,21.55,4.21,28200.0
300323,华灿光电,半导体,湖北,15.48,7.02,10.99,1246770.88,443079.56,477189.25,363527.09,3.31,0.34,5.38,1.64,20120601,107159.38,0.98,35.97,45.1,35.35,19.32,21612.0
300324,旋极信息,软件服务,北京,33.37,10.02,17.49,752455.5,449068.09,36251.37,249089.5,1.42,0.142,2.95,3.22,20120608,106450.05,0.61,33.08,59.16,45.52,14.77,29532.0
300325,德威新材,塑料,江苏,79.85,7.95,10.06,458785.44,311173.72,78583.38,3119.37,0.03,0.025,1.49,1.79,20120601,41511.98,0.41,30.82,-26.67,14.13,1.35,24396.0
300326,凯利泰,医疗保健,上海,26.57,6.44,7.18,279416.25,125156.11,26044.2,72704.75,1.01,0.154,3.01,2.73,20120613,67723.9,0.94,24.64,16.81,59.39,24.31,20415.0
300327,中颖电子,半导体,上海,25.83,2.29,2.31,99814.38,94503.36,2734.23,33572.9,1.45,0.525,3.52,5.14,20120613,20984.1,0.91,14.86,27.62,43.34,21.4,27000.0
300328,宜安科技,铝,广东,40.11,4.1,4.6,192199.5,103708.21,51024.55,45339.98,0.99,0.111,2.67,2.22,20120619,28133.83,0.61,23.38,102.39,23.32,7.36,19435.0
300329,海伦钢琴,文教休闲,浙江,30.19,2.51,2.54,104106.15,65736.22,17052.5,34978.73,1.38,0.12,3.41,2.12,20120619,22509.7,0.89,19.21,50.36,29.28,12.26,27731.0
300330,华虹计通,软件服务,上海,0.0,1.68,1.68,50591.28,39570.7,10365.38,19031.35,1.13,-0.045,2.26,2.99,20120619,966.75,0.06,-4.81,3.32,22.63,-10.87,10861.0
300331,苏大维格,元器件,江苏,27.17,1.32,2.26,203323.97,106759.51,28987.74,93904.46,4.15,0.276,6.37,1.57,20120628,24139.22,1.07,24.6,2.41,27.67,7.79,19548.0
300332,天壕环境,环境保护,北京,74.98,7.1,8.8,786406.88,203180.05,282547.06,194423.88,2.21,0.035,3.91,0.9,20120628,57367.8,0.65,1.19,-31.2,19.27,2.52,32355.0
300333,兆日科技,元器件,深圳,105.47,3.31,3.36,87414.05,55064.13,11189.44,38784.6,1.15,0.049,2.47,2.81,20120628,7478.71,0.22,-0.51,-35.03,61.27,10.49,53604.0
300334,津膜科技,专用机械,天津,196.42,2.75,3.04,285259.84,162018.45,28337.28,107582.9,3.54,0.016,5.5,1.16,20120705,25312.98,0.83,-4.93,123.36,34.05,1.44,25008.0
300335,迪森股份,供气供热,广东,12.17,2.64,3.63,337939.06,140490.59,70091.63,32167.88,0.89,0.25,3.56,1.71,20120710,57710.57,1.59,10.93,3.31,31.4,10.98,20422.0
300336,新文化,影视音像,上海,10.25,6.88,8.06,501547.75,283235.63,8074.92,146490.56,1.82,0.196,3.85,1.05,20120710,96342.05,1.19,-35.15,7.61,42.37,37.45,39272.0
300337,银邦股份,铝,江苏,98.23,7.01,8.22,274124.03,123023.07,118650.27,57130.86,0.7,0.017,1.89,1.81,20120718,12337.62,0.15,9.66,-48.01,8.72,1.47,15146.0
300338,开元股份,电器仪表,湖南,18.97,1.88,3.45,294540.78,89799.13,30121.13,144849.27,4.2,0.295,6.43,1.16,20120726,43911.89,1.27,67.78,-6.64,72.26,10.39,7977.0
300339,润和软件,软件服务,江苏,32.91,6.32,7.96,631035.0,282155.28,63448.78,286545.69,3.6,0.23,5.81,1.7,20120718,90387.67,1.13,41.03,43.28,35.76,11.74,31758.0
300340,科恒股份,元器件,广东,38.07,1.53,2.12,360897.5,228642.97,28470.18,86924.81,4.1,0.24,6.79,1.79,20120726,33483.25,1.58,24.68,-62.41,14.65,3.09,32399.0
300341,麦迪电气,电气设备,福建,24.94,5.1,5.1,143054.25,100351.03,23908.26,498.87,0.01,0.093,1.49,3.12,20120726,23916.92,0.47,8.02,-13.62,42.02,11.16,17877.0
300342,天银机电,元器件,江苏,38.4,3.96,4.32,192367.05,110321.72,17991.67,42074.2,0.97,0.229,3.16,3.7,20120726,49478.31,1.15,0.59,-29.18,32.18,17.12,8857.0
300343,联创互联,互联网,山东,18.92,4.0,6.02,609384.75,252690.52,14494.15,313447.34,5.21,0.27,7.35,0.91,20120801,73747.46,1.23,49.27,-29.89,17.3,6.3,21671.0
300344,太空智造,其他建材,北京,33.65,2.05,3.54,105720.6,44295.12,4033.68,20321.76,0.57,0.092,1.45,4.25,20120801,4708.58,0.13,49.73,370.2,33.48,13.32,31049.0
300345,红宇新材,钢加工,湖南,0.0,3.27,4.41,94718.11,45858.59,20612.0,24669.55,0.56,-0.006999999999999999,1.64,2.25,20120801,1418.97,0.03,-39.7,-95.66,25.88,-4.96,54901.0
300346,南大光电,元器件,江苏,38.96,2.37,2.73,138824.0,98931.45,21383.24,54802.16,2.0,0.183,4.55,2.09,20120807,37712.23,1.38,56.63,69.93,52.25,27.44,10373.0
300347,泰格医药,医疗保健,浙江,47.43,3.3,5.0,407789.0,144417.36,26985.13,131796.63,2.64,0.636,5.54,7.26,20120817,87437.03,1.75,35.7,58.67,42.66,19.94,13657.0
300348,长亮科技,软件服务,深圳,165.32,1.87,3.22,166400.41,113830.46,24476.56,68723.65,2.14,0.1,3.45,6.01,20120817,30407.83,0.95,21.86,13.57,50.36,4.89,22315.0
300349,金卡智能,软件服务,浙江,15.58,3.38,4.29,412958.5,224158.25,29285.95,178995.38,4.17,0.49,7.4,2.04,20120817,93040.5,2.17,44.32,119.53,48.62,23.49,11294.0
300350,华鹏飞,仓储物流,深圳,26.01,3.13,4.77,270169.53,124086.52,24086.53,71234.5,1.49,0.15,3.43,1.51,20120821,40344.76,0.85,-4.06,-20.14,32.56,10.11,26385.0
300351,永贵电器,元器件,浙江,19.78,2.39,3.85,346437.91,179499.94,59473.23,181282.61,4.71,0.303,7.57,1.05,20120920,67130.2,1.75,6.85,-4.57,36.0,12.83,21393.0
300352,北信源,软件服务,北京,93.63,10.94,14.5,251947.27,198468.84,7616.33,31587.77,0.22,0.017,1.53,2.05,20120912,40334.53,0.28,16.24,36.93,82.04,12.4,76196.0
300353,东土科技,通信设备,北京,66.13,3.51,5.17,301477.28,119689.07,12897.92,130511.82,2.52,0.061,4.2,1.91,20120927,32070.85,0.62,8.91,-27.85,51.86,8.52,51482.0
300354,东华测试,电器仪表,江苏,543.83,0.75,1.38,38304.8,23065.23,11779.4,11043.26,0.8,0.006999999999999999,2.51,3.2,20120920,8237.57,0.6,-0.43,398.37,58.37,2.02,11080.0
300355,蒙草生态,环境保护,内蒙,16.42,11.81,16.04,1197811.13,878992.81,36658.96,28319.75,0.18,0.118,2.28,1.7,20120927,143456.13,0.89,-30.06,-52.2,31.29,10.07,86725.0
300356,光一科技,电气设备,江苏,60.84,3.69,4.15,166409.81,85306.21,37825.78,76919.9,1.85,0.054000000000000006,2.55,1.73,20121009,-9435.67,-0.23,-8.29,249.69,32.98,8.21,22929.0
300357,我武生物,生物制药,浙江,37.1,2.54,2.91,100192.4,76249.31,11861.57,5242.96,0.18,0.6509999999999999,3.18,10.12,20140121,51300.21,1.76,31.36,27.51,93.91,49.09,9305.0
300358,楚天科技,医疗保健,湖南,41.03,1.8,4.74,417463.81,274811.25,59355.46,115750.02,2.44,0.138,5.03,1.5,20140121,74276.99,1.57,32.71,-38.08,34.09,5.69,20937.0
300359,全通教育,文教休闲,广东,469.89,4.26,6.33,271738.88,85547.17,4300.58,104947.22,1.66,0.009000000000000001,3.18,1.85,20140121,30888.8,0.49,-31.78,293.72,33.73,1.29,54754.0
300360,炬华科技,电器仪表,浙江,16.26,2.73,4.1,256385.8,222920.8,6092.51,63695.43,1.55,0.202,5.13,1.28,20140121,93209.61,2.28,-11.44,3.22,34.83,19.07,18586.0
300362,天翔环境,环境保护,四川,0.0,2.28,4.37,597045.5,365199.59,54807.51,122695.07,2.81,-0.31,3.85,2.51,20140121,17275.57,0.4,-44.16,-637.88,26.27,-52.91,15042.0
300363,博腾股份,化学制药,重庆,29.84,3.1,5.43,410771.44,249385.16,119188.96,158731.98,2.92,0.23,5.32,1.44,20140129,73187.05,1.35,0.85,47.59,33.89,12.52,18128.0
300364,中文在线,出版业,北京,37.0,5.37,7.72,459628.75,156809.98,12609.4,265251.41,3.44,0.068,4.84,1.03,20150121,31213.23,0.4,42.66,140.8,48.9,12.3,45144.0
300365,恒华科技,软件服务,北京,56.33,2.19,4.02,215252.17,190294.31,7470.46,66421.18,1.65,0.274,4.06,5.06,20140123,58828.55,1.46,53.34,53.75,36.57,15.92,7727.0
300366,创意信息,软件服务,四川,41.26,2.77,5.26,379109.25,216724.72,8440.92,191059.0,3.64,0.08,5.7,1.15,20140127,48714.12,0.93,-3.83,-30.61,28.85,8.41,24800.0
300367,东方网力,电脑设备,北京,28.35,5.57,8.55,683055.19,478277.84,14112.29,160702.77,1.88,0.15,4.41,1.93,20140129,122811.32,1.44,20.15,22.6,54.32,14.43,44584.0
300368,汇金股份,专用机械,河北,44.14,2.62,5.38,173554.88,88546.71,21657.26,18077.22,0.34,0.096,1.54,3.65,20140123,13971.37,0.26,113.89,466.36,30.93,8.17,33979.0
300369,绿盟科技,软件服务,北京,0.0,5.99,8.01,354201.84,257680.97,11728.94,137958.48,1.72,-0.054000000000000006,3.6,2.28,20140129,73121.56,0.91,24.91,25.13,75.33,-6.54,27618.0
300370,安控科技,电器仪表,北京,0.0,6.69,9.58,468268.16,275940.91,35011.96,13642.97,0.14,-0.009000000000000001,1.42,1.69,20140123,30666.96,0.32,-3.81,-140.41,35.4,-1.13,28553.0
300371,汇中股份,电器仪表,河北,22.64,0.55,1.2,65592.24,38317.4,17174.72,16292.6,1.36,0.42,4.89,2.55,20140123,28474.31,2.37,12.04,43.78,62.9,30.5,9016.0
300373,扬杰科技,半导体,江苏,24.16,2.33,4.72,348924.47,200846.36,84148.67,100989.05,2.14,0.33,5.02,3.18,20140123,84216.86,1.78,27.75,15.17,33.15,17.76,21000.0
300374,恒通科技,其他建材,北京,26.58,1.65,2.46,259674.47,126153.11,47290.43,76031.75,3.09,0.21600000000000005,5.96,1.28,20150319,43526.71,1.77,-24.51,19.12,29.98,10.15,19436.0
300375,鹏翎股份,汽车配件,天津,18.11,2.39,3.6,188504.52,127696.76,48458.8,37122.21,1.03,0.23,4.36,1.28,20140127,72114.57,2.0,11.42,-4.8,22.46,8.95,13443.0
300376,易事特,电气设备,广东,14.1,22.99,23.28,1095322.75,645030.31,337545.84,33565.95,0.14,0.239,2.08,2.16,20140127,213331.97,0.92,-24.61,6.02,24.03,13.47,57000.0
300377,赢时胜,软件服务,深圳,59.34,5.13,7.42,296546.91,141622.55,52657.44,159719.5,2.15,0.102,3.58,3.38,20140127,31449.15,0.42,56.81,51.08,81.44,24.68,52408.0
300378,鼎捷软件,软件服务,上海,33.3,2.62,2.65,198215.13,92554.75,78872.55,61750.06,2.33,0.214,4.81,1.97,20140127,37224.55,1.41,9.1,7.25,83.32,5.87,23129.0
300379,东方通,软件服务,北京,1162.05,1.92,2.77,154433.75,93611.28,375.39,118137.47,4.26,0.006,5.23,2.58,20140128,-3568.12,-0.13,9.43,-78.44,77.06,1.46,23364.0
300380,安硕信息,软件服务,上海,123.15,0.71,1.37,62105.91,51161.05,2310.91,14325.79,1.04,0.098,3.02,5.33,20140128,11166.44,0.81,10.18,700.48,37.6,4.01,20761.0
300381,溢多利,饲料,广东,30.59,3.46,4.07,424010.06,212470.34,103700.96,102767.81,2.53,0.183,4.91,1.52,20140128,52174.8,1.28,27.34,71.48,36.09,6.0,15491.0
300382,斯莱克,专用机械,江苏,28.07,3.81,5.64,156175.66,115147.02,26049.89,8519.07,0.15,0.18,1.71,3.24,20140129,23107.1,0.41,60.76,22.57,45.58,19.65,7144.0
300383,光环新网,电信运营,北京,30.57,13.88,14.95,1136339.88,354499.22,397050.38,390459.75,2.61,0.33,4.51,2.87,20140129,127815.92,0.86,54.78,46.14,20.35,10.6,56760.0
300384,三联虹普,纺织机械,北京,27.03,1.82,3.18,247292.27,141614.69,19677.21,98088.93,3.09,0.263,5.02,2.83,20140801,42760.4,1.35,69.71,47.5,43.17,28.19,15881.0
300385,雪浪环境,环境保护,江苏,23.31,0.58,1.3,225687.0,144423.72,40305.82,59063.31,4.54,0.28600000000000003,8.7,1.53,20140626,36773.96,2.83,6.66,2.52,25.37,9.41,10541.0
300386,飞天诚信,软件服务,北京,39.95,2.15,4.18,193131.5,168970.56,3209.85,34568.7,0.83,0.184,4.06,2.42,20140626,82683.68,1.98,-0.01,42.98,38.6,11.18,35437.0
300387,富邦股份,化工原料,湖北,19.39,2.89,2.91,158390.11,83565.43,18189.8,38753.06,1.33,0.224,3.84,1.51,20140702,41958.71,1.44,33.2,7.24,31.48,13.2,9147.0
300388,国祯环保,环境保护,安徽,15.33,5.4,5.49,931040.19,283914.41,22367.38,56445.01,1.03,0.416,3.73,2.28,20140801,88298.95,1.61,73.81,127.68,24.28,9.17,25329.0
300389,艾比森,半导体,深圳,23.3,1.64,3.2,193465.19,130773.46,36880.96,8980.87,0.28,0.32299999999999995,3.51,4.29,20140801,65421.8,2.05,64.16,199.07,35.99,12.3,7925.0
300390,天华超净,元器件,江苏,52.49,1.69,3.45,104497.59,49477.6,22058.24,27892.84,0.81,0.109,2.49,3.05,20140731,21525.75,0.62,10.21,64.69,25.03,6.42,31042.0
300391,康跃科技,机械基件,山东,15.98,0.78,2.34,203417.52,98263.4,33559.3,90682.75,3.88,0.29,5.97,1.52,20140801,24450.11,1.05,53.69,102.63,32.8,15.06,12198.0
300392,腾信股份,互联网,北京,0.0,2.59,3.84,160864.95,118315.88,13583.36,8180.33,0.21,-0.127,1.11,5.59,20140910,-8691.82,-0.23,-14.66,-922.93,1.58,-7.46,26660.0
300393,中来股份,塑料,江苏,26.02,1.21,2.41,595332.38,336878.19,133543.56,171941.06,7.13,0.275,10.55,1.36,20140912,53177.88,2.21,-22.9,-56.87,24.37,5.48,8815.0
300394,天孚通信,通信设备,江苏,42.21,1.64,1.98,114788.15,78909.96,24778.1,39304.64,1.99,0.48,5.17,5.01,20150217,37957.35,1.92,28.93,8.17,49.3,28.09,13662.0
300395,菲利华,玻璃,湖北,27.48,2.68,2.99,127392.2,68301.81,38785.21,15869.8,0.53,0.4,3.33,4.29,20140910,50988.53,1.7,36.96,49.7,46.82,22.3,10373.0
300396,迪瑞医疗,医疗保健,吉林,15.93,2.47,2.76,198857.67,87376.43,29563.25,28727.36,1.04,0.5710000000000001,4.91,2.47,20140910,71593.52,2.59,9.83,16.83,65.3,23.63,8073.0
300397,天和防务,通信设备,陕西,0.0,1.55,2.4,144313.38,71542.06,35970.48,52333.48,2.18,-0.306,4.78,1.94,20140910,34191.03,1.42,-42.5,-358.74,35.96,-52.05,23757.0
300398,飞凯材料,染料涂料,上海,19.72,3.64,4.27,329223.75,130384.67,63633.53,103471.96,2.42,0.597,5.05,3.11,20141009,67260.88,1.58,130.14,416.59,48.35,23.16,14155.0
300399,京天利,互联网,北京,0.0,1.34,1.98,49211.71,41692.35,1803.99,2127.38,0.11,-0.092,1.97,4.5,20141009,14733.42,0.75,-9.61,-926.83,19.52,-11.23,13146.0
300400,劲拓股份,专用机械,深圳,39.63,1.56,2.43,92859.0,64120.21,4694.49,5635.35,0.23,0.299,2.38,6.62,20141010,26852.95,1.1,36.66,42.18,38.49,15.65,9907.0
300401,花园生物,食品,浙江,18.49,4.3,4.79,158947.81,96261.5,40279.3,15940.05,0.33,0.469,3.09,3.75,20141009,78437.34,1.64,53.4,117.88,65.95,47.24,22905.0
300402,宝色股份,专用机械,江苏,329.49,0.86,2.02,152585.3,99735.65,38476.48,22421.65,1.11,0.012,3.0,2.63,20141010,14672.5,0.73,16.01,54.61,17.42,1.0,14780.0
300403,地尔汉宇,家用电器,广东,17.24,3.81,6.03,157742.52,83112.55,25056.65,17845.9,0.3,0.21,2.15,2.25,20141030,42053.92,0.7,3.11,-5.67,37.23,21.42,16389.0
300404,博济医药,医疗保健,广东,196.74,0.85,1.34,59901.43,28247.49,13053.87,16868.32,1.26,0.046,3.06,3.92,20150424,10056.88,0.75,26.74,347.91,48.06,5.43,12191.0
300405,科隆股份,化工原料,辽宁,78.17,1.33,1.52,191761.56,132036.66,33882.26,52648.35,3.46,0.069,6.27,1.14,20141030,23810.2,1.57,11.7,-41.16,15.73,1.19,8433.0
300406,九强生物,生物制药,北京,18.02,3.3,5.02,177757.19,125846.15,16508.43,5864.35,0.12,0.4,3.18,2.93,20141030,97217.11,1.94,12.76,6.43,68.9,36.59,16748.0
300407,凯发电气,电气设备,天津,246.81,1.66,2.76,236701.55,205921.17,18376.92,17004.56,0.62,0.019,3.55,1.73,20141203,50872.46,1.84,3.73,-91.43,22.43,0.49,18886.0
300408,三环集团,元器件,广东,28.66,16.4,17.41,765842.38,485263.0,160062.81,32127.4,0.18,0.317,3.53,5.15,20141203,366843.31,2.11,35.78,28.37,52.34,31.06,18889.0
300409,道氏技术,陶瓷,广东,17.14,2.43,3.87,539119.5,362952.91,75902.88,50333.51,1.3,0.5489999999999999,3.9,3.21,20141203,57657.18,1.49,135.43,91.23,33.51,8.13,21061.0
300410,正业科技,电器仪表,广东,16.18,1.84,1.96,324515.34,177463.02,15526.94,139833.25,7.13,0.586,10.76,1.76,20141231,52674.8,2.69,28.07,40.47,40.66,16.48,11437.0
300411,金盾股份,专用机械,浙江,42.69,1.31,4.74,380869.88,156252.81,23271.1,285440.88,6.02,0.094,7.27,1.1,20141231,30284.26,0.64,69.17,171.08,40.15,16.75,18634.0
300412,迦南科技,医疗保健,浙江,51.72,2.21,2.6,138793.7,100019.28,13666.57,35384.1,1.36,0.102,2.97,2.36,20141231,16876.07,0.65,13.46,-39.7,37.78,8.36,15877.0
300413,芒果超媒,影视音像,湖南,26.1,2.06,9.9,1075140.13,806200.25,22519.68,364119.41,3.68,0.64,5.4,5.59,20150121,63299.7,0.64,39.19,92.47,32.71,11.49,18545.0
300414,中光防雷,元器件,四川,46.79,1.58,1.71,96603.02,82460.47,6547.55,27226.39,1.59,0.192,4.82,2.48,20150513,33997.15,1.99,2.2,6.21,33.95,12.7,12618.0
300415,伊之密,专用机械,广东,10.38,2.94,4.32,271927.81,165422.2,45833.0,3621.45,0.08,0.281,2.56,2.28,20150123,57705.46,1.34,19.88,-8.89,35.33,10.91,17329.0
300416,苏试试验,电器仪表,江苏,35.94,0.77,1.36,133848.61,90453.96,30378.05,33475.55,2.47,0.36,5.7,2.84,20150122,28155.52,2.08,17.79,21.29,46.3,11.29,6124.0
300417,南华仪器,电器仪表,广东,49.09,0.29,0.82,44486.44,26923.08,14092.09,11993.74,1.47,0.227,4.82,3.08,20150123,17486.77,2.14,-19.99,-29.9,47.98,17.58,8604.0
300418,昆仑万维,互联网,北京,12.18,6.23,11.52,1059125.75,218150.7,2370.48,35360.92,0.31,0.489,5.7,2.09,20150121,263122.78,2.28,1.79,46.52,84.32,31.84,84030.0
300419,浩丰科技,软件服务,北京,64.22,2.37,3.68,173694.88,80654.78,14724.92,80063.71,2.18,0.042,4.08,1.33,20150122,30976.05,0.84,8.29,-49.28,22.25,6.79,30915.0
300420,五洋停车,机械基件,江苏,27.8,3.54,7.16,217069.95,126490.22,19728.65,47004.37,0.66,0.125,2.1,2.2,20150217,30441.4,0.43,45.53,41.02,35.98,13.62,17328.0
300421,力星股份,机械基件,江苏,22.76,1.21,1.34,151249.38,86223.8,46141.09,89188.4,6.68,0.406,8.92,1.38,20150217,16677.63,1.25,14.75,4.56,24.74,10.0,11011.0
300422,博世科,环境保护,广西,16.87,2.64,3.56,584685.5,272689.59,33110.62,46531.9,1.31,0.4920000000000001,3.72,2.97,20150217,48838.62,1.37,105.12,111.59,29.91,9.25,24302.0
300423,鲁亿通,电气设备,山东,11.75,1.09,2.91,570816.38,391566.59,15934.05,198990.7,6.83,1.23,9.5,1.9,20150217,52304.6,1.79,1046.46,1953.52,36.63,15.42,9373.0
300424,航新科技,航空,广东,64.31,1.58,2.4,198124.44,106047.01,30689.9,21145.35,0.88,0.183,3.94,3.98,20150422,46368.05,1.93,62.91,7.63,33.84,8.87,13825.0
300425,环能科技,环境保护,四川,25.14,5.84,6.77,277453.03,148522.75,31925.03,48749.57,0.72,0.129,2.22,1.94,20150216,33579.65,0.5,27.9,74.53,44.62,14.3,27461.0
300426,唐德影视,影视音像,浙江,20.42,2.07,4.0,351587.44,325499.91,2038.68,11012.57,0.28,0.251,3.22,2.12,20150217,74614.61,1.87,16.07,-17.77,45.2,16.33,20100.0
300427,红相股份,电气设备,福建,14.89,2.45,3.53,315767.63,163114.41,22489.67,108211.8,3.07,0.344,5.58,1.83,20150217,49403.73,1.4,357.1,746.08,43.65,19.26,15221.0
300428,四通新材,铝,河北,33.19,1.38,2.91,97665.38,60766.98,16472.61,8332.1,0.29,0.2,2.38,3.72,20150319,25421.43,0.87,10.56,-17.95,10.55,6.5,16775.0
300429,强力新材,化工原料,江苏,45.61,1.41,2.71,184677.98,98509.11,30216.59,74626.32,2.75,0.3,5.51,4.81,20150324,45156.89,1.67,15.58,6.24,41.66,21.71,8124.0
300430,诚益通,电器仪表,北京,21.29,1.55,2.72,196865.36,114877.7,19539.5,90420.81,3.32,0.177,5.77,1.31,20150319,36064.1,1.33,33.25,39.24,43.22,14.79,9347.0
300431,暴风集团,互联网,北京,0.0,2.5,3.3,308115.91,172563.48,4437.93,39488.68,1.2,-0.33,3.04,2.96,20150324,25902.75,0.79,-4.21,-775.22,-4.71,-13.41,75507.0
300432,富临精工,汽车配件,四川,20.16,3.84,4.97,531477.69,274767.53,71000.61,240966.25,4.85,0.159,7.41,0.86,20150319,67521.3,1.36,-40.58,-62.82,34.4,12.08,24570.0
300433,蓝思科技,元器件,湖南,32.27,39.11,39.44,3911210.5,1477469.38,1848798.0,320153.56,0.81,0.12,3.99,1.88,20150318,900759.19,2.28,25.78,47.37,25.38,4.21,53570.0
300434,金石东方,化学制药,四川,50.03,2.01,4.02,298173.16,66983.55,51123.7,199414.72,4.96,0.165,6.38,1.72,20150424,32124.3,0.8,90.57,113.63,62.2,10.84,10754.0
300435,中泰股份,机械基件,浙江,28.36,1.03,2.5,150811.23,116078.8,7504.83,19962.78,0.8,0.237,3.22,2.78,20150326,33005.76,1.32,34.14,20.26,26.6,14.34,9711.0
300436,广生堂,化学制药,福建,491.5,1.12,1.41,83543.81,19966.76,18741.8,21783.78,1.54,0.043,3.87,7.24,20150422,18385.89,1.3,28.23,-79.5,84.09,2.11,15970.0
300437,清水源,化工原料,河南,12.85,1.33,2.18,360644.47,217924.59,28752.45,64222.71,2.94,0.705,6.09,1.98,20150423,42241.98,1.93,144.69,262.48,36.99,13.94,12683.0
300438,鹏辉能源,电气设备,广东,13.81,2.13,2.81,399584.56,277752.69,71949.47,109032.22,3.88,0.5539999999999999,7.53,2.03,20150424,75345.56,2.68,20.95,61.78,23.75,16.19,22598.0
300439,美康生物,医疗保健,浙江,17.52,2.01,3.47,444208.44,233110.45,41461.98,59630.01,1.72,0.5710000000000001,5.37,2.48,20150422,89662.5,2.58,33.34,21.1,36.6,8.44,20998.0
300440,运达科技,软件服务,四川,26.72,4.46,4.48,174063.09,155735.67,11486.41,25874.92,0.58,0.101,2.91,1.85,20150423,54766.48,1.22,-17.5,-32.54,55.28,22.53,23409.0
300441,鲍斯股份,机床制造,浙江,22.43,2.48,6.62,290275.19,111222.57,74377.82,52102.26,0.79,0.204,2.37,2.57,20150423,35046.8,0.53,40.09,16.29,37.14,12.33,12730.0
300442,普丽盛,轻工机械,上海,0.0,0.72,1.0,163834.22,95375.71,37768.78,51566.5,5.16,-0.097,9.6,1.37,20150424,32161.51,3.22,4.81,-963.36,23.94,-1.9,10941.0
300443,金雷风电,专用机械,山东,16.68,1.59,2.38,182579.63,114063.05,44546.26,68372.13,2.87,0.34700000000000003,7.16,1.08,20150422,70474.4,2.96,5.53,-34.91,26.57,16.01,17132.0
300444,双杰电气,电气设备,北京,12.67,3.02,5.86,383181.16,237421.7,54971.28,56102.44,0.96,0.282,2.4,2.97,20150423,52995.63,0.9,67.7,855.26,28.62,20.97,21242.0
